type,aid,timestamp,status,distance_m,azimuth_deg,elevation_deg,los
anchor,0,17.172,0,4.16,,,
anchor,1,17.201,5,0.0,,,
anchor,3,17.202,0,4.165,,,
ios,0,17.219,,4.2264533042907715,0,141,0
ios,3,17.219,,4.133335113525391,-82,117,0
anchor,2,17.312,3,0.0,,,
ios,2,17.334,,2.817924737930298,0,141,0
anchor,0,17.335,0,4.047,,,
anchor,3,17.382,0,4.146,,,
anchor,1,17.407,0,5.309,,,
ios,0,17.412,,4.046298980712891,24,129,1
ios,3,17.412,,4.139137268066406,-82,117,0
ios,1,17.46,,5.303028583526611,-49,137,1
anchor,2,17.474,0,2.931,,,
anchor,0,17.496,0,3.972,,,
ios,2,17.536,,2.887312173843384,0,141,0
ios,0,17.536,,3.97135066986084,20,132,1
anchor,3,17.561,0,4.183,,,
anchor,1,17.606,0,5.234,,,
ios,3,17.616,,4.166632652282715,-82,117,0
ios,1,17.617,,5.227780818939209,-72,136,1
anchor,2,17.636,0,3.029,,,
anchor,0,17.658,0,3.883,,,
ios,2,17.708,,2.9736647605895996,0,141,0
ios,0,17.708,,3.937115430831909,20,132,0
anchor,3,17.741,0,4.188,,,
ios,3,17.784,,4.178231239318848,-82,117,0
anchor,2,17.788,2,0.0,,,
anchor,1,17.805,0,5.168,,,
anchor,0,17.82,0,3.789,,,
ios,1,17.865,,5.201652526855469,-72,136,0
ios,0,17.865,,3.8430771827697754,20,132,0
anchor,3,17.921,3,0.0,,,
ios,3,17.942,,4.25454568862915,-82,117,0
anchor,2,17.96,2,0.0,,,
ios,2,17.965,,3.0993988513946533,0,141,0
anchor,0,17.982,0,3.681,,,
anchor,1,18.002,0,5.07,,,
ios,0,18.024,,3.7413573265075684,20,132,0
ios,1,18.024,,5.113002777099609,-72,136,0
anchor,3,18.101,3,0.0,,,
ios,3,18.109,,4.329984664916992,-82,117,0
anchor,2,18.112,2,0.0,,,
anchor,0,18.144,0,3.597,,,
ios,0,18.15,,3.6501047611236572,20,132,0
anchor,1,18.2,0,4.99,,,
ios,1,18.205,,5.030209541320801,-72,136,0
anchor,3,18.272,2,0.0,,,
anchor,2,18.274,2,0.0,,,
anchor,0,18.306,0,3.484,,,
ios,0,18.321,,3.544980049133301,20,132,0
anchor,1,18.398,0,4.92,,,
ios,1,18.407,,4.955885887145996,-72,136,0
anchor,2,18.437,2,0.0,,,
anchor,3,18.452,2,0.0,,,
anchor,0,18.459,2,0.0,,,
anchor,1,18.596,2,0.0,,,
anchor,2,18.608,2,0.0,,,
anchor,0,18.631,0,3.292,,,
anchor,3,18.633,2,0.0,,,
ios,0,18.655,,3.3614180088043213,20,132,0
anchor,2,18.761,2,0.0,,,
anchor,0,18.784,2,0.0,,,
anchor,1,18.795,0,4.788,,,
anchor,3,18.822,3,0.0,,,
ios,1,18.857,,4.826603412628174,-72,136,0
ios,3,18.922,,4.603200912475586,-82,117,0
anchor,2,18.924,2,0.0,,,
anchor,0,18.954,0,3.095,,,
ios,0,18.968,,3.164975881576538,20,132,0
anchor,3,18.993,2,0.0,,,
anchor,1,18.994,0,4.709,,,
ios,1,19.002,,4.745959758758545,-72,136,0
anchor,2,19.086,2,0.0,,,
anchor,0,19.117,0,2.997,,,
ios,0,19.129,,3.0562844276428223,20,132,0
anchor,3,19.174,2,0.0,,,
anchor,1,19.182,2,0.0,,,
anchor,2,19.248,2,0.0,,,
anchor,0,19.28,0,2.908,,,
ios,0,19.288,,2.963611125946045,20,132,0
anchor,3,19.354,2,0.0,,,
anchor,1,19.39,0,4.62,,,
ios,1,19.396,,4.647083282470703,-72,136,0
anchor,2,19.418,2,0.0,,,
anchor,0,19.442,0,2.8,,,
ios,0,19.452,,2.861574411392212,20,132,0
anchor,3,19.543,3,0.0,,,
ios,3,19.57,,4.959550857543945,-82,117,0
anchor,1,19.579,2,0.0,,,
anchor,2,19.581,2,0.0,,,
ios,2,19.586,,3.0993988513946533,0,141,0
anchor,0,19.604,0,2.725,,,
ios,0,19.661,,2.776383638381958,20,132,0
anchor,3,19.722,3,0.0,,,
anchor,2,19.734,2,0.0,,,
anchor,0,19.766,0,2.57,,,
ios,0,19.781,,2.647352457046509,20,132,0
anchor,1,19.787,0,4.577,,,
ios,1,19.818,,4.58983850479126,-72,136,0
anchor,3,19.894,2,0.0,,,
anchor,2,19.906,2,0.0,,,
ios,2,19.91,,3.0993988513946533,0,141,0
anchor,0,19.929,0,2.504,,,
anchor,1,19.985,0,4.544,,,
ios,0,20.017,,2.557068109512329,20,132,0
ios,1,20.017,,4.557043552398682,-72,136,0
anchor,2,20.069,2,0.0,,,
anchor,0,20.082,2,0.0,,,
anchor,3,20.084,3,0.0,,,
anchor,1,20.183,0,4.502,,,
ios,1,20.198,,4.498085975646973,-69,127,1
anchor,2,20.231,3,0.0,,,
ios,2,20.238,,3.0993988513946533,0,141,0
anchor,0,20.253,0,2.363,,,
anchor,3,20.255,2,0.0,,,
ios,0,20.306,,2.4175198078155518,20,132,0
anchor,1,20.381,0,4.455,,,
anchor,2,20.384,2,0.0,,,
ios,1,20.394,,4.450418949127197,-69,125,1
anchor,0,20.415,0,2.335,,,
anchor,3,20.445,3,0.0,,,
ios,0,20.471,,2.364619493484497,20,132,0
ios,3,20.471,,5.302467346191406,-82,117,0
anchor,2,20.546,2,0.0,,,
anchor,1,20.571,2,0.0,,,
anchor,0,20.578,0,2.34,,,
ios,0,20.591,,2.349411964416504,20,132,0
anchor,3,20.624,3,0.0,,,
ios,3,20.633,,5.34794282913208,-82,117,0
anchor,2,20.717,3,0.0,,,
ios,2,20.723,,3.0993988513946533,0,141,0
anchor,0,20.739,0,2.232,,,
ios,0,20.76,,2.23225474357605,42,140,1
anchor,1,20.778,0,4.451,,,
ios,1,20.801,,4.445622444152832,-64,128,1
anchor,3,20.805,3,0.0,,,
